caseid,weight_full,mode,voted2012,regist2016,primary2016,intend.vote,ideology,pid_strength,born_again,fundamentalist,race,female,income,hannity,minutes60,cooper,matthews,press,conan,big.bang,modern.family,rush,NPR,voted2016,vote.choice2016,Dem.Pres.candFT,GOP.Pres.candFT,Lib.Pres.candFT,Green.Pres.candFT,Dem.House.candFT,GOP.House.candFT,Ind.House.candFT,Dem.Sen.candFT,GOP.Sen.candFT,Ind.Sen.candFT,Sr.SenFT,Jr.SenFT,Nonrun.SenFT,Dem.VP.candFT,GOP.VP.candFT,RobertsFT,PopeFT,Christian.FundFT,FemFT,LiberalsFT,Labor.UnionsFT,PoorFT,Big.BusinessFT,ConservativesFT,SCtFT,GaysFT,CongressFT,RichFT,MuslimsFT,ChristiansFT,JewsFT,Tea.PartyFT,PoliceFT,TransFT,ScientistsFT,BLMFT,tax.mill,vaccinces.in.school,vaccines,Govt.Reduce.Eq,Req.Equal,how.equal,Foreign.Im,immig.support,Free.Trade.Ag,marijuana,AsiansFT,HispanicsFT,BlacksFT,IllegalsFT,WhitesFT,location,educ,GOP,Dem,employed,cath_attend,prot_attend,jew_attend,cath_nonatt,prot_nonatt,jew_nonatt,Obama12,Romney12,yes.vote2016,Trump16,Clinton16
300150,0,1,0,0,0,1,NA,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OK,2,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0
300151,0,1,1,1,0,1,4,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
300152,4.9016,1,1,1,1,NA,2,1,0,0,1,0,5,0,0,1,1,1,0,0,1,NA,NA,NA,NA,85,15,40,40,50,NA,NA,NA,NA,NA,NA,70,NA,85,15,30,70,15,85,85,70,85,50,40,70,100,40,40,85,70,85,40,85,100,85,85,1,1,1,1,1,1,NA,3,1,1,100,85,100,85,85,MA,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0
300153,1.6041,1,0,0,0,NA,5,5,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,NA,15,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,70,50,50,70,60,70,50,50,50,40,50,50,85,50,30,100,50,85,60,1,1,1,-1,1,1,1,2,0,0,50,50,50,40,85,TN,2,0,0,1,0,0,0,0,1,0,NA,NA,0,0,0
300154,0.4916,1,0,1,0,1,5,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,NA,40,60,NA,NA,NA,NA,NA,NA,NA,NA,40,70,NA,60,60,NA,50,60,85,50,40,85,30,85,70,70,60,50,50,60,40,50,100,40,100,30,1,1,1,-1,1,1,NA,3,-1,1,70,40,40,15,50,MS,2,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
300155,0.3373,1,1,1,0,1,2,1,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,NA,70,10,40,40,NA,NA,NA,NA,NA,NA,30,30,NA,60,15,50,85,30,85,80,70,100,40,60,85,80,40,50,80,60,100,30,60,85,100,85,1,1,1,1,1,1,1,4,0,1,85,85,75,75,85,TN,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0
300161,0.482,1,NA,1,0,1,NA,2,1,0,5,1,2,0,1,0,0,0,0,0,0,NA,NA,4,1,85,0,50,50,50,50,NA,50,NA,50,NA,NA,NA,50,40,50,50,50,50,50,50,50,50,50,50,50,15,50,40,50,50,50,40,50,50,50,1,0,NA,-1,1,1,-1,4,0,1,50,50,40,50,50,CA,1,0,1,0,0,0,0,0,0,0,NA,NA,1,0,1
300165,0.5024,1,1,1,1,1,2,1,1,0,2,1,4,0,1,1,0,0,0,0,0,0,0,4,1,70,30,50,50,85,60,NA,NA,NA,NA,60,60,NA,70,50,50,85,50,60,70,50,85,15,60,85,0,60,50,50,70,50,0,85,0,100,60,1,1,1,1,1,1,-1,3,0,-1,50,50,70,60,60,TN,5,0,1,0,0,1,0,0,0,0,1,0,1,0,1
300168,1.4692,1,1,1,1,1,NA,1,1,0,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,85,0,NA,50,85,NA,NA,85,NA,NA,NA,NA,NA,NA,0,70,85,30,70,40,70,85,60,30,70,50,15,70,50,70,70,0,85,NA,85,30,1,0,NA,1,1,1,1,4,0,1,85,85,85,50,85,MD,3,0,1,1,0,1,0,0,0,0,1,0,1,0,1
300169,0.2116,1,1,1,1,1,2,3,0,0,5,1,1,0,0,1,0,0,0,1,0,0,1,4,1,70,0,50,60,70,NA,NA,50,NA,50,NA,NA,50,40,0,60,85,30,100,100,70,100,30,30,40,100,50,50,100,50,100,60,85,100,100,100,1,1,1,1,1,1,1,4,0,1,100,100,85,100,85,CA,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1
300170,1.062,1,0,0,0,NA,NA,2,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0,4,1,85,0,NA,NA,85,NA,NA,70,NA,60,NA,NA,NA,40,15,50,50,50,85,85,85,85,70,85,70,85,60,85,85,85,85,50,85,85,85,85,0,1,2,0,1,1,1,3,1,-1,85,100,85,100,70,CA,1,0,1,0,0,0,0,1,0,0,NA,NA,1,0,1
300171,0.5884,1,0,1,0,1,4,6,0,0,3,0,3,0,0,0,0,0,0,0,0,NA,NA,2,NA,85,30,NA,70,50,85,NA,NA,NA,85,NA,NA,85,60,60,50,100,85,70,70,60,85,70,85,70,50,70,70,50,100,30,60,85,50,50,50,1,1,1,1,1,2,-1,2,-1,-1,50,50,40,30,50,CA,2,1,0,1,1,0,0,0,0,0,NA,NA,0,0,0
300172,0.3112,1,1,1,1,1,4,5,1,0,1,1,5,1,0,0,0,0,0,0,0,0,0,4,2,15,85,60,50,70,50,NA,50,85,NA,NA,NA,15,50,85,50,60,70,30,30,50,50,15,85,40,70,70,50,50,100,50,50,100,70,50,85,-1,1,1,-1,1,1,NA,3,-1,1,50,50,50,0,50,SC,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0
300175,0.5505,1,1,1,1,1,3,3,0,0,1,0,3,0,1,0,0,0,0,0,1,0,1,4,1,50,40,40,70,0,50,NA,70,50,NA,NA,NA,40,30,0,100,85,15,85,60,60,100,30,85,70,85,60,50,85,70,85,15,85,100,70,70,1,-1,3,1,1,1,1,4,1,1,90,85,90,60,65,IN,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1
300176,1.3641,1,0,0,0,NA,4,5,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,60,50,NA,NA,NA,NA,NA,50,NA,NA,NA,50,NA,NA,50,50,50,40,50,50,50,40,50,50,50,50,50,50,60,50,50,70,50,50,50,1,-1,3,1,1,1,NA,3,0,1,50,50,50,60,50,KS,2,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
300177,1.0373,1,1,1,1,1,NA,2,1,0,2,1,1,0,0,0,0,1,0,0,0,NA,NA,4,1,100,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30,85,50,30,0,70,NA,40,NA,85,70,85,30,70,NA,NA,NA,100,70,85,85,-1,-1,1,0,-1,1,1,4,-1,0,60,100,100,50,80,DC,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1
300179,0,1,1,1,1,1,6,5,1,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
300180,0.2805,1,1,1,0,1,4,-9,0,NA,5,1,1,0,0,0,0,0,0,0,0,NA,NA,4,1,100,15,NA,NA,95,NA,NA,NA,NA,60,NA,NA,NA,NA,50,50,95,70,80,NA,80,90,50,85,70,60,70,50,30,90,80,NA,70,80,90,NA,1,1,1,1,1,2,NA,4,1,-1,100,100,100,100,100,CA,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1
300181,1.8555,1,1,1,1,1,4,1,1,0,1,0,2,0,1,0,0,1,0,1,0,NA,NA,4,1,50,0,50,60,70,50,NA,85,15,NA,NA,NA,70,60,15,70,70,60,40,60,70,70,30,60,70,30,50,40,70,70,70,50,50,15,70,60,1,1,2,-1,1,1,1,1,1,1,30,70,70,50,70,IN,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1
300182,0.3408,1,1,1,1,1,NA,1,0,0,5,1,3,0,1,0,0,1,0,0,0,NA,NA,4,1,85,0,NA,NA,NA,30,NA,70,NA,40,NA,NA,70,NA,NA,85,100,30,80,NA,100,60,60,60,70,100,30,100,30,50,100,NA,30,100,100,100,1,1,1,1,1,1,NA,4,1,1,50,50,80,80,80,CA,4,0,1,0,1,0,0,0,0,0,1,0,1,0,1
300184,0.4323,1,1,1,0,1,4,3,0,0,2,0,5,0,1,0,1,1,0,1,0,0,0,4,1,50,15,NA,NA,50,NA,NA,NA,NA,NA,60,70,NA,NA,0,0,60,15,60,60,60,70,60,30,40,85,30,60,70,60,70,40,60,70,85,85,1,1,1,0,1,1,-1,3,1,1,85,85,85,70,85,NJ,4,0,0,1,1,0,0,0,0,0,1,0,1,0,1
300185,0.9224,1,0,1,0,0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,NA,60,15,70,60,50,40,NA,NA,NA,NA,70,70,NA,NA,0,40,40,30,70,60,50,50,40,40,50,70,40,50,50,50,50,50,60,60,70,50,1,0,NA,1,1,2,-1,3,1,1,60,60,50,50,50,MN,4,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
300186,0.5786,1,1,1,1,1,2,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,4,1,30,0,60,50,60,30,NA,70,15,NA,NA,NA,40,70,60,50,100,50,60,70,30,70,30,50,60,85,15,50,60,100,85,40,85,85,85,70,1,1,1,-1,1,1,NA,2,0,1,85,85,85,60,85,IL,5,0,0,0,0,1,0,0,0,0,1,0,1,0,1
300187,1.1928,1,1,1,1,1,4,5,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,4,2,15,60,40,85,50,50,NA,15,40,NA,NA,NA,60,40,60,40,40,70,40,60,70,85,40,60,70,85,40,70,70,85,85,70,70,85,70,40,0,1,1,-1,1,1,NA,1,1,1,85,85,85,40,85,PA,5,0,0,1,1,0,0,0,0,0,NA,NA,1,1,0
300188,0.8379,1,1,1,1,1,6,7,0,0,1,1,3,1,0,0,0,0,0,0,0,NA,NA,4,2,0,100,60,40,30,NA,50,40,NA,70,NA,NA,50,40,85,85,100,70,60,40,50,50,85,70,85,50,50,100,50,100,100,70,70,50,60,30,1,1,1,0,1,1,NA,2,1,-1,100,100,70,50,100,CA,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0
300195,0,1,1,1,1,1,7,7,1,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA,3,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0
300196,0,1,1,1,1,1,6,7,0,0,1,0,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KS,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0
300198,1.5997,1,0,0,0,1,2,2,0,0,2,1,1,0,0,0,1,1,0,0,0,NA,NA,3,NA,85,0,NA,NA,85,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,85,85,50,85,50,85,50,0,50,50,40,50,50,100,50,50,50,50,50,100,1,1,1,1,1,1,1,2,1,-1,50,50,85,85,50,GA,3,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0
300200,0,1,0,1,0,1,4,2,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,2,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0
300204,0.3689,1,1,1,1,1,2,1,1,0,1,0,5,0,0,0,0,0,0,1,1,0,1,4,1,100,30,50,50,70,50,NA,85,60,NA,NA,NA,30,50,40,50,50,100,50,100,50,50,50,40,50,85,50,85,50,100,50,15,100,50,100,50,1,1,3,1,1,1,-1,4,1,0,50,50,50,50,85,AZ,3,0,1,1,0,0,0,0,0,0,1,0,1,0,1
300207,1.1457,1,1,1,0,1,5,5,1,0,6,1,3,0,0,0,0,0,0,0,1,0,0,4,2,30,50,40,40,NA,60,50,NA,NA,NA,NA,NA,NA,50,60,NA,NA,50,40,40,60,50,30,50,40,50,50,50,50,85,50,50,70,50,50,40,-1,0,NA,-1,1,2,NA,3,0,1,50,50,50,40,50,LA,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0
300209,0.9419,1,0,1,0,1,5,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,4,1,60,50,30,50,NA,70,NA,70,30,NA,NA,NA,50,60,50,50,70,50,50,60,30,70,40,60,60,50,40,50,50,70,60,50,70,40,70,50,1,1,1,1,1,1,NA,1,-1,0,50,70,70,40,70,WI,2,1,0,1,0,0,0,0,0,0,NA,NA,1,0,1
300210,0,1,0,1,0,1,NA,7,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WI,2,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0
300212,0,1,1,1,1,1,4,1,0,0,5,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
300215,0.2999,1,0,0,0,NA,4,4,0,0,1,1,3,0,1,0,0,0,0,1,0,0,0,NA,NA,50,70,NA,NA,45,60,NA,70,60,NA,NA,NA,60,50,60,85,NA,50,40,55,60,60,50,50,60,50,0,40,50,85,50,40,85,50,70,40,1,1,1,0,1,1,-1,3,1,0,70,60,60,50,80,IN,5,0,0,0,0,1,0,0,0,0,NA,NA,0,0,0
300217,0.4571,1,1,1,0,1,5,6,0,0,1,1,5,0,1,0,0,0,0,1,0,0,0,4,2,30,70,85,50,NA,50,NA,NA,NA,NA,NA,NA,50,NA,60,NA,85,85,40,40,70,70,40,85,70,60,60,70,85,100,85,50,100,50,70,40,1,1,2,1,0,NA,NA,1,0,0,70,60,60,15,100,IL,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0
300222,0.5509,1,1,1,0,1,2,1,0,0,1,1,5,0,0,0,0,0,0,0,1,NA,NA,4,1,100,15,40,40,60,50,NA,NA,NA,NA,40,30,NA,50,70,50,50,30,70,70,60,60,40,30,60,70,40,40,60,50,70,15,60,70,70,40,1,0,NA,-1,1,1,1,3,0,1,85,85,85,60,85,TX,4,0,1,1,0,0,0,0,0,0,1,0,1,0,1
300224,1.6382,1,1,1,1,1,3,1,0,0,1,1,5,0,0,1,1,0,0,1,1,0,0,4,1,85,0,NA,50,60,15,NA,60,15,NA,NA,NA,85,85,0,40,60,30,60,70,50,50,40,15,70,50,30,50,40,50,50,30,60,50,50,40,1,1,2,0,1,1,1,4,1,1,85,85,85,40,85,PA,4,0,1,1,0,0,0,0,1,0,1,0,1,0,1
300227,1.418,1,1,1,0,1,5,4,0,0,1,0,5,0,0,0,0,0,0,0,0,NA,NA,4,1,60,40,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,50,60,70,85,70,70,60,60,60,70,70,60,60,60,70,85,60,50,85,50,70,60,1,1,1,1,1,1,1,3,1,1,70,85,70,40,85,TX,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1
300228,2.0076,1,1,1,0,1,2,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,4,1,95,0,45,95,50,50,NA,90,50,NA,NA,NA,50,95,0,50,100,35,95,90,50,100,15,40,60,100,65,50,100,50,80,0,95,100,100,95,1,1,3,0,1,1,-1,4,1,1,100,100,100,80,100,CO,4,0,1,1,0,0,1,0,0,0,1,0,1,0,1
300230,0.9799,1,0,1,0,1,NA,7,1,0,1,0,NA,0,0,0,0,0,0,0,0,NA,NA,1,NA,0,NA,NA,NA,NA,70,NA,NA,NA,NA,0,0,NA,NA,NA,30,0,0,15,0,0,50,30,30,NA,0,30,60,0,50,100,15,80,0,50,15,-1,1,1,0,1,1,1,1,1,-1,NA,NA,NA,NA,NA,TX,1,1,0,0,0,0,0,0,1,0,NA,NA,0,0,0
300232,0.7216,1,1,1,1,1,1,1,0,0,6,1,1,0,0,0,0,0,0,1,1,0,0,4,2,0,30,0,0,70,NA,NA,NA,NA,NA,70,85,NA,70,0,85,70,50,50,50,50,70,85,50,100,50,40,100,50,50,50,85,55,NA,50,85,-1,1,1,-1,-1,1,-1,2,-1,-1,NA,NA,NA,NA,NA,MA,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
300234,1.0883,1,1,1,0,1,3,3,0,0,1,0,5,0,0,1,0,0,0,1,0,NA,NA,4,3,30,15,60,50,60,NA,NA,NA,NA,NA,60,70,NA,NA,15,50,60,40,60,70,50,60,50,60,60,60,40,40,50,60,60,30,50,60,70,50,1,1,1,1,1,2,-1,3,1,1,60,60,50,50,60,MA,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0
300235,0.9007,1,0,1,1,1,5,6,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,4,1,85,0,50,50,60,70,NA,40,50,NA,NA,NA,NA,60,15,50,85,40,85,70,85,85,70,60,70,85,50,70,70,70,85,40,85,85,85,85,1,1,1,1,1,1,-1,4,0,0,85,85,85,40,85,IN,2,1,0,1,0,0,0,1,0,0,NA,NA,1,0,1
300237,0.6549,1,1,1,0,1,4,3,0,0,1,1,2,0,0,0,0,0,0,0,0,NA,NA,4,1,40,60,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,85,40,100,60,50,70,0,40,50,50,NA,50,60,40,60,50,50,50,50,100,0,1,3,NA,1,1,NA,4,1,1,50,50,50,50,50,CA,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1
300238,1.165,1,0,0,0,NA,4,3,1,0,5,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,40,40,70,50,50,60,30,NA,NA,NA,50,50,NA,70,40,50,70,70,30,30,60,60,50,60,70,15,60,50,50,100,50,40,100,15,50,70,0,1,2,1,1,1,1,3,0,-1,50,85,50,70,50,TX,2,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
300240,1.0241,1,0,0,0,NA,NA,5,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0,40,NA,50,NA,NA,NA,NA,50,NA,NA,NA,NA,50,50,50,70,50,15,50,50,50,50,50,70,50,40,50,15,50,50,50,100,50,50,0,1,1,1,0,1,1,NA,3,0,1,0,0,0,0,0,AZ,3,0,0,1,0,1,0,0,0,0,NA,NA,0,0,0
300242,1.3764,1,1,1,1,1,4,5,1,0,1,1,5,1,0,0,0,0,0,0,0,1,0,4,2,40,70,40,40,NA,60,NA,NA,70,NA,NA,NA,60,50,60,50,100,70,60,70,60,70,60,60,60,50,40,60,60,85,85,70,70,50,85,50,1,1,1,-1,1,2,1,2,1,0,50,70,60,70,85,GA,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0
300244,0.9319,1,1,1,1,1,5,5,0,0,6,0,3,0,1,0,1,1,0,0,0,0,1,4,2,15,50,50,50,NA,60,NA,40,60,NA,NA,NA,40,50,60,70,70,40,50,30,30,60,40,60,60,50,30,50,40,85,50,15,60,50,70,30,1,1,1,0,1,1,1,4,-1,-1,50,40,50,15,70,NC,4,0,0,0,0,1,0,0,0,0,0,1,1,1,0
300245,1.3433,1,0,1,0,0,NA,3,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50,50,50,50,NA,50,NA,NA,NA,NA,50,50,NA,50,50,50,60,50,50,50,50,60,50,50,50,50,50,50,50,60,50,50,50,50,60,50,0,0,NA,0,1,1,1,3,0,-1,50,70,50,50,50,TX,3,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
300246,0.5592,1,1,1,1,1,NA,2,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,1,60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,85,60,50,70,85,70,60,50,40,50,40,60,60,60,85,50,40,70,100,70,1,0,NA,0,1,1,1,4,0,1,85,85,85,85,70,CA,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1
300248,1.8694,1,1,1,1,1,4,4,0,0,1,1,2,1,1,1,0,1,0,0,0,NA,NA,4,2,0,70,NA,15,NA,85,NA,70,30,NA,NA,NA,85,0,85,NA,100,50,100,40,70,100,0,60,70,100,30,50,0,100,85,15,100,50,70,0,1,0,NA,-1,1,1,1,2,-1,-1,NA,NA,NA,NA,NA,PA,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0
300250,1.2327,1,1,1,0,1,4,5,0,0,1,0,5,0,0,1,0,0,0,0,0,NA,NA,4,2,30,100,50,0,NA,NA,NA,60,NA,NA,NA,NA,50,NA,100,60,100,50,85,15,40,85,50,60,40,85,60,60,15,100,85,70,100,50,100,0,1,0,NA,0,1,1,1,3,0,0,50,40,50,30,50,MD,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0
300252,0.4849,1,1,1,1,1,NA,1,0,0,5,0,4,0,1,1,0,0,1,0,0,0,0,4,1,85,15,40,70,NA,NA,NA,NA,NA,NA,85,100,NA,60,30,50,40,50,85,70,100,100,70,60,85,85,70,85,85,85,85,50,100,70,100,85,1,1,2,-1,1,2,-1,3,0,0,70,70,70,70,70,NM,4,0,1,1,1,0,0,0,0,0,1,0,1,0,1
300254,1.0485,1,0,0,0,NA,NA,1,1,0,1,1,3,0,0,0,0,0,0,1,1,NA,NA,NA,NA,50,70,NA,NA,NA,NA,NA,15,50,NA,NA,NA,NA,NA,50,50,50,50,50,50,85,100,50,50,50,100,50,30,50,100,50,50,100,100,70,70,1,1,1,1,1,1,NA,2,0,1,100,100,100,0,100,NC,2,0,1,1,0,1,0,0,0,0,NA,NA,0,0,0
300255,1.4578,1,0,1,0,1,4,6,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,4,2,0,60,60,30,50,NA,NA,30,15,NA,NA,NA,50,NA,60,NA,100,50,15,0,40,40,15,50,30,50,40,15,0,50,50,50,60,50,70,40,1,1,1,1,1,1,NA,1,-1,1,50,15,50,30,50,NC,3,1,0,1,0,0,0,0,0,0,NA,NA,1,1,0
300256,0.1412,1,1,1,0,1,NA,5,0,0,1,1,1,0,0,0,0,0,0,1,0,NA,NA,4,2,0,85,NA,NA,50,60,NA,30,50,NA,NA,NA,NA,30,85,50,50,50,40,60,50,40,30,50,40,50,30,50,30,50,50,50,70,50,60,30,0,1,1,-1,1,1,NA,2,1,1,50,50,40,0,50,KS,3,0,0,0,0,0,0,0,1,0,NA,NA,1,1,0
300259,0,1,1,1,0,1,5,7,1,0,5,1,5,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TN,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
300261,0.9431,1,1,1,0,1,4,5,0,0,3,1,4,0,0,0,0,0,0,1,0,NA,NA,4,3,15,60,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,60,60,40,50,40,50,60,60,40,60,70,40,60,50,50,50,60,85,50,85,50,1,1,1,1,1,1,NA,3,0,0,70,70,60,30,70,ID,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0
300264,0,1,1,1,1,NA,4,5,1,0,1,1,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
300267,0.4955,1,0,0,0,NA,6,6,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,NA,NA,0,85,30,0,50,50,NA,50,70,NA,NA,NA,50,0,85,60,15,70,0,0,40,50,70,85,60,0,40,60,0,85,85,70,100,0,60,0,0,0,NA,1,1,3,NA,3,1,0,70,60,60,0,85,ID,2,1,0,1,0,0,0,0,0,1,NA,NA,0,0,0
300269,0.2936,1,0,1,0,1,3,6,1,0,5,1,2,0,0,0,0,0,0,1,1,0,0,4,5,60,40,60,40,60,NA,60,NA,NA,NA,NA,40,NA,NA,40,60,60,70,70,70,60,70,60,70,60,70,60,70,70,70,70,70,85,85,70,60,1,1,1,1,1,1,-1,3,1,1,60,60,60,30,70,TX,3,1,0,1,0,0,0,0,0,0,NA,NA,1,0,0
300270,0.5902,1,1,1,0,1,2,3,0,0,1,1,5,0,0,0,0,0,0,0,1,0,1,4,1,70,0,60,30,NA,50,NA,NA,NA,NA,50,15,NA,85,0,60,85,30,100,100,70,85,60,40,85,100,40,100,100,100,100,30,85,85,100,100,1,1,1,1,1,1,NA,4,1,1,70,70,70,60,70,TX,4,0,0,1,0,1,0,0,0,0,1,0,1,0,1
